"backup.tipo_de_abogado","backup.giro_empresa","backup.trab_base","backup.acci_on_principal","backup.causa","backup.sueldo_diario_integrado","backup.gen","backup.ano_nac","backup.horas","backup.reinstalacion_t","backup.indem_const_t","backup.sal_caidos_t","backup.rec_hr_extra","backup.rec_20_d_ias_t","backup.sarimssinfo","backup.modo_de_termino","backup.liq_total","backup.cod_imss","backup.antig_anos","backup.djuicio","backup.id","backup.menor.3.anos"
"1","3","0","2","0",206.59,"0",NA,102,"0","1","1","0","0","0","desiste",0,"0",0.263013698630137,0.654794520547945,2031,1
"0","3","0","2","0",800,"1",NA,60,"0","1","1","1","0","1","convenio",300000,"0",1.0986301369863,2.62191780821918,2032,1
"0","1","0","2","0",120,"0",NA,66,"0","1","1","1","1","1","caducidad",0,"0",1.47123287671233,1.24383561643836,2033,1
"0","1","0","1","0",123.33,"0",NA,54,"1","0","1","0","0","0","caducidad",0,"0",2.40547945205479,0.449315068493151,2034,1
"0","2","0","2","0",266.66,"1",NA,42,"0","1","1","0","0","0","caducidad",0,"0",3.23013698630137,1.09315068493151,2035,1
"1","3","0","2","0",78.38,"1",NA,50,"0","1","1","0","0","0","convenio",19000,"0",1.46027397260274,0.956164383561644,2036,1
"0","2","0","2","0",290,"1",NA,66,"0","1","1","1","0","0","convenio",20000,"0",14.3753424657534,1.14520547945205,2037,1
"0","1","0","1","0",408.41,"1",NA,50,"1","0","1","0","0","0","convenio",75000,"0",11.7945205479452,2.04109589041096,2038,1
"0","1","0","1","0",939.9,"0",NA,45,"1","1","1","1","1","0","desiste",0,"0",1.35616438356164,0.164383561643836,2039,1
"0","4","0","1","0",1277.39,"0",NA,60,"1","0","0","1","0","1","convenio",60000,"0",0.394520547945205,1.82739726027397,2040,1
"0","1","0","2","0",350,"1",NA,48,"0","1","1","0","0","1","convenio",6000,"0",0.394520547945205,0.353424657534247,2041,1
"0","7","0","3","1",166.66,"0",NA,40,"0","1","1","0","0","0","desiste",0,"0",3.54246575342466,1.55616438356164,2042,1
"1","3","0","2","0",225.57,"0",NA,60,"0","1","1","0","0","0","convenio",9000,"0",1.2986301369863,0.53972602739726,2043,1
"0","1","0","2","0",106.666666666667,"0",NA,84,"0","1","1","1","0","1","convenio",7500,"0",0.10958904109589,1.07123287671233,2044,1
"0","3","0","2","0",378.47,"0",NA,48,"0","1","1","1","0","0","convenio",16000,"0",0.980821917808219,0.136986301369863,2045,1
"0","6","0","1","0",1356.81,"1",NA,66,"1","1","1","1","1","0","convenio",200000,"0",3.90958904109589,0.624657534246575,2046,1
"1","1","1","2","0",104.52,"1",NA,48,"0","1","1","0","0","0","convenio",6000,"0",0.624657534246575,0.56986301369863,2047,1
"0","1","0","2","0",100,"0",NA,36,"0","1","1","0","0","0","convenio",7000,"0",0.602739726027397,0.665753424657534,2048,1
"1","1","0","2","0",104.64,"0",NA,42,"0","1","1","0","0","0","desiste",0,"0",1.04657534246575,1.46027397260274,2049,1
"1","2","0","2","0",661.9,"0",NA,57,"0","1","1","0","0","0","convenio",25000,"0",0.610958904109589,1.61095890410959,2050,1
"0","1","0","2","0",100,"0",NA,48,"0","1","1","1","1","1","desiste",0,"0",7.83013698630137,1.62465753424658,2051,1
"0","6","0","2","0",333.333333333333,"0",NA,52.5,"0","1","1","1","0","0","convenio",30000,"0",0.120547945205479,1.33424657534247,2052,1
"0","7","0","2","0",285.714285714286,"0",NA,72,"0","1","1","1","1","1","convenio",17000,"0",2.5041095890411,0.797260273972603,2053,1
"0","2","0","1","0",406.01,"0",NA,54,"1","1","1","1","1","1","convenio",45000,"0",10.7917808219178,1.10684931506849,2054,1
"0","6","0","1","0",909.070666666667,"0",NA,47.5,"1","1","1","1","1","1","convenio",85411.56,"0",6.09041095890411,1.34794520547945,2055,1
"0","7","0","3","0",NA,"1",NA,32,"0","1","1","0","1","0","convenio",5000,"0",0.0410958904109589,0.26027397260274,2056,1
"0","3","0","1","0",1933.33,"0",NA,60,"1","0","1","1","0","1","desiste",0,"0",27.613698630137,0.101369863013699,2057,1
"0","3","0","2","0",NA,"1",NA,48,"0","1","1","0","1","0","convenio",28000,"0",3.24383561643836,1.1972602739726,2058,1
"0","7","0","2","0",164.24,"1",NA,63,"0","1","1","1","0","0","convenio",6000,"0",0.175342465753425,0.4,2059,1
"0","5","0","2","0",533.333333333333,"0",NA,72,"0","1","1","1","0","1","convenio",8000,"0",0.150684931506849,1.29315068493151,2060,1
"0","1","0","1","0",191.072666666667,"0",NA,72,"1","1","0","1","1","0","convenio",5000,"0",1.0958904109589,0.136986301369863,2061,1
"0","1","1","2","0",250,"1",NA,63,"0","1","1","1","0","1","convenio",20000,"0",3.53972602739726,0.536986301369863,2062,1
"0","1","0","2","0",110,"0",NA,65,"0","1","1","0","0","1","caducidad",0,"0",1.55890410958904,1.1041095890411,2063,1
"0","2","0","2","0",106.666666666667,"0",NA,48,"0","1","0","1","0","1","desiste",0,"0",1.62465753424658,0.2,2064,1
"1","3","0","2","0",478.63,"0",NA,47.5,"0","1","1","0","0","1","convenio",27000,"0",1.03835616438356,0.405479452054795,2065,1
"0","3","0","2","0",339.46,"0",NA,45,"0","1","1","0","0","0","convenio",15000,"0",1.21369863013699,0.164383561643836,2066,1
"0","6","0","1","0",1534.04,"1",NA,45,"1","1","1","0","1","0","convenio",175000,"0",5.11506849315068,1.42465753424658,2067,1
"0","1","0","2","0",73.1428571428571,"0",NA,45,"0","1","1","0","1","1","convenio",24375,"0",13.7013698630137,0.663013698630137,2068,1
"0","1","0","2","0",398,"1",NA,69,"0","1","1","1","0","0","convenio",25000,"0",1.66301369863014,0.621917808219178,2069,1
"1","1","0","2","0",348.38,"1",NA,45,"0","1","1","0","0","0","convenio",25000,"0",0.0821917808219178,0.791780821917808,2070,1
"1","3","0","2","0",202.63,"0",NA,66,"0","1","1","0","0","0","convenio",13000,"0",0.471232876712329,0.83013698630137,2071,1
"1","3","0","2","0",167.28,"0",NA,56,"0","1","1","0","0","0","desiste",0,"0",0.180821917808219,1.11506849315068,2072,1
"0","3","0","1","0",210,"0",NA,48,"1","0","1","1","0","1","convenio",10000,"0",0.917808219178082,0.356164383561644,2073,1
"0","3","0","2","0",2209.92,"0",NA,37.5,"0","1","1","0","0","0","convenio",45000,"0",0.868493150684931,1.13424657534247,2074,1
"0","3","1","2","0",236,"1",NA,60,"0","1","1","1","0","1","convenio",25000,"0",8.72054794520548,0.156164383561644,2075,1
"0","2","0","2","0",214.285714285714,"0",NA,54,"0","1","1","0","0","0","convenio",2000,"0",7.81917808219178,1.5041095890411,2076,1
"0","1","0","2","0",142.857142857143,"0",NA,77,"0","1","1","1","0","0","desiste",0,"0",20.6,0.882191780821918,2077,1
"0","3","0","1","0",333.333333333333,"0",NA,77,"1","0","0","0","1","0","convenio",30000,"0",2.97260273972603,0.736986301369863,2078,1
"1","3","0","2","0",226.44,"0",NA,45,"0","1","1","0","0","0","convenio",15000,"0",0.712328767123288,1.54246575342466,2079,1
"0","11","0","1","0",414.285714285714,"0",NA,105,"1","0","1","1","1","1","desiste",0,"0",2.34520547945205,1.17534246575342,2080,1
"0","6","0","2","0",646.22,"1",NA,72,"0","1","1","1","0","1","convenio",15000,"0",0.734246575342466,0.945205479452055,2081,1
"0","6","0","2","0",466.19,"1",NA,72,"0","1","1","1","0","1","convenio",15000,"0",0.723287671232877,0.915068493150685,2082,1
"1","3","0","2","0",174.18,"1",NA,55,"0","1","1","0","0","0","desiste",0,"0",0.638356164383562,0.063013698630137,2083,1
"0","7","1","2","0",305.5,"1",NA,45,"0","1","1","0","1","0","convenio",70498.54,"0",4.94246575342466,0.0328767123287671,2084,1
"0","1","0","2","0",200,"1",NA,72,"0","1","1","1","0","1","caducidad",0,"0",2.9041095890411,1.0986301369863,2085,1
"0","3","0","2","0",150,"1",NA,60,"0","1","1","1","0","0","convenio",15000,"0",1.10684931506849,0.556164383561644,2086,1
"0","1","0","1","0",201.17,"0",NA,54,"1","1","1","1","1","1","convenio",9150,"0",0.547945205479452,1.22739726027397,2087,1
"1","3","0","2","0",257.8,"0",NA,50,"0","1","1","0","0","0","convenio",12000,"0",1.84383561643836,0.917808219178082,2088,1
"0","1",NA,"1","0",300,"0",NA,50,"1","1","1","1","1","0","convenio",27000,"0",2.21095890410959,0.191780821917808,2089,1
"0","1","0","1","0",418.07,"0",NA,64,"1","1","1","1","0","0","convenio",18000,"0",0.104109589041096,0.476712328767123,2090,1
"0","1","0","2","0",151.3,"1",NA,48,"0","1","1","1","0","1","convenio",12129,"0",1.76712328767123,0.238356164383562,2091,1
"0","1","0","2","0",310,"0",NA,54,"0","1","1","1","0","0","convenio",3000,"0",4.34246575342466,0.126027397260274,2092,1
"0","1","0","2","0",314.19,"1",NA,68.5,"0","1","1","1","0","0","convenio",20000,"0",4.4,0.734246575342466,2093,1
"0","6","0","2","0",533.333333333333,"0",NA,78,"0","1","1","1","0","0","desiste",0,"0",1.58082191780822,0.0958904109589041,2094,1
"0","2","0","2","0",328.571428571429,"0",NA,63,"0","1","1","1","0","0","convenio",8000,"0",0.43013698630137,0.0794520547945206,2095,1
"1","3","0","2","0",138.8,"1",NA,45,"0","1","1","0","0","1","desiste",0,"0",0.0465753424657534,2.36438356164384,2096,1
"0","3","0","2","0",482.22,"0",NA,54,"0","1","1","1","0","0","convenio",75000,"0",5.58356164383562,0.561643835616438,2097,1
"0","1","0","1","0",904.44,"0",NA,57,"1","1","1","1","1","0","convenio",49000,"0",6.96164383561644,0.802739726027397,2098,1
"0","5","0","2","0",123.93,"1",NA,54,"0","1","1","1","0","0","convenio",8700,"0",2.12602739726027,0.134246575342466,2099,1
"0","1","0","2","0",314.285714285714,"0",NA,60,"0","1","1","1","0","1","desiste",0,"0",6.81643835616438,0.457534246575342,2100,1
"0","6","0","2","0",576.6,"0",NA,30,"0","1","1","0","0","0","desiste",0,"0",2.9013698630137,1.88219178082192,2101,1
"0","6","0","2","0",444.8,"0",NA,60,"0","1","1","1","0","0","convenio",18000,"0",2.17260273972603,1.4986301369863,2102,1
"0","1","0","2","0",141.104,"0",NA,48,"0","1","1","0","0","1","convenio",4000,"0",5.10684931506849,1.0958904109589,2103,1
"0","2","0","1","0",233.333333333333,"0",NA,58.5,"1","1","1","1","1","1","convenio",55000,"0",5.33698630136986,0.164383561643836,2104,1
"0","1","0","2","0",133.16,"1",NA,66,"0","1","1","1","0","1","desiste",0,"0",6.86301369863014,0.742465753424657,2105,1
"0","1","0","2","0",733.333333333333,"0",NA,81,"0","1","1","1","0","0","desiste",0,"0",4.17260273972603,0.216438356164384,2106,1
"1","1","0","2","0",97.16,"1",NA,48,"0","1","1","0","0","0","convenio",4000,"0",0.364383561643836,0.13972602739726,2107,1
"0","1","0","2","0",266.66,"1",NA,32.5,"0","1","1","0","0","1","convenio",30000,"0",0.761643835616438,0.413698630136986,2108,1
"0","1","0","1","0",351.64,"1",NA,52.5,"1","1","1","0","1","0","convenio",120000,"0",10.7260273972603,2.44657534246575,2109,1
"0","3","0","1","0",233.333333333333,"0",NA,60,"1","1","1","1","1","0","convenio",11000,"0",0.698630136986301,0.452054794520548,2110,1
"0","1","0","2","0",200,"0",NA,66,"0","1","1","1","0","1","convenio",13000,"0",1.8027397260274,1.41369863013699,2111,1
"0","5","0","2","0",234.28,"0",NA,49,"0","1","1","1","0","0","convenio",9500,"0",0.764383561643836,0.26027397260274,2112,1
"1","3","0","2","0",211.36,"0",NA,45,"0","1","1","0","0","0","convenio",52000,"0",0.372602739726027,1.81643835616438,2113,1
"0","1","0","1","0",418.08,"1",NA,40,"1","1","1","0","0","0","convenio",30000,"0",0.632876712328767,1.23561643835616,2114,1
"1","3","0","2","0",263.71,"1",NA,45,"0","1","1","0","0","0","convenio",18000,"0",5.56438356164384,0.191780821917808,2115,1
"0","1","0","2","0",338.65,"0",NA,54,"0","1","1","1","0","1","desiste",0,"0",3.43013698630137,0.517808219178082,2116,1
"1","3","0","2","0",249.79,"0",NA,72,"0","1","1","0","0","0","caducidad",0,"0",1.84383561643836,1.09041095890411,2117,1
"1","1","0","2","0",78.93,"0",NA,54,"0","1","1","0","0","0","convenio",3000,"0",2.87397260273973,1.66027397260274,2118,1
"1","3","0","2","0",158.72,"0",NA,30,"0","1","1","0","0","0","convenio",11500,"0",1.21643835616438,1.07123287671233,2119,1
"1","3","0","2","0",116.33,"0",NA,42,"0","1","1","0","0","0","convenio",11001,"0",0.372602739726027,0.589041095890411,2120,1
"0","1","0","2","0",261.45,"0",NA,60,"0","1","1","1","0","0","convenio",4500,"0",0.0849315068493151,0.487671232876712,2121,1
"0","3","0","2","0",110,"0",NA,84,"0","1","1","0","0","1","convenio",6000,"0",0.336986301369863,0.452054794520548,2122,1
"1","1","0","2","0",167.22,"0",NA,42,"0","1","1","0","0","0","desiste",0,"0",0.232876712328767,0.517808219178082,2123,1
"1","1","0","2","0",232.64,"1",NA,48,"0","1","1","0","0","0","convenio",5000,"0",3.33972602739726,0.786301369863014,2124,1
"0","2","0","2","0",382.05,"0",NA,63,"0","1","1","1","0","1","convenio",15000,"0",13.4246575342466,0.775342465753425,2125,1
"0","3","0","2","0",413.92,"1",NA,48,"0","1","1","1","0","1","caducidad",0,"0",0.257534246575342,2.9041095890411,2126,1
"0","5","0","2","0",171.42,"0",NA,50,"0","1","1","1","1","0","convenio",14000,"0",1.12876712328767,0.197260273972603,2127,1
"0","5","0","2","0",300,"0",NA,84,"0","1","1","1","0","1","caducidad",0,"0",2.08767123287671,1.34246575342466,2128,1
"0","7","0","2","0",500,"1",NA,60,"0","1","1","1","0","0","convenio",4000,"0",0.150684931506849,0.345205479452055,2129,1
"0","2","0","1","0",610.93,"0",NA,69,"1","0","1","1","0","1","desiste",0,"0",0.254794520547945,1.42191780821918,2130,1
"0","3","0","1","0",436,"0",NA,60,"1","1","1","1","1","1","desiste",0,"0",6.01095890410959,0.901369863013699,2131,1
"0","1","0","1","0",496.13,"1",NA,56,"1","1","1","1","1","1","convenio",16412,"0",1.4986301369863,0.36986301369863,2132,1
"0","7","0","2","0",533.333333333333,"0",NA,84,"0","1","1","1","0","1","desiste",0,"0",0.90958904109589,0.654794520547945,2133,1
"0","7","0","2","0",533.333333333333,"0",NA,84,"0","1","1","1","0","0","desiste",0,"0",0.726027397260274,0.654794520547945,2134,1
"0","3","0","2","0",533.333333333333,"0",NA,84,"0","1","1","1","0","1","convenio",11000,"0",1.95068493150685,1.32328767123288,2135,1
"0","7","0","1","0",460.26,"1",NA,62.5,"1","1","1","1","1","1","convenio",3000,"0",0.471232876712329,0.775342465753425,2136,1
"0","7","0","1","0",323.31,"1",NA,62.5,"1","1","1","1","1","1","convenio",3000,"0",0.205479452054795,0.775342465753425,2137,1
"0","7","1","1","0",460.26,"1",NA,62.5,"1","1","1","1","1","1","convenio",3000,"0",0.0602739726027397,0.775342465753425,2138,1
"0","1","0","1","0",66.46,"0",NA,60,"1","0","1","1","0","1",NA,NA,"0",10.2958904109589,NA,2139,0
"0","1","0","1","0",66.46,"0",NA,60,"1","0","1","1","0","1",NA,NA,"0",5.21095890410959,NA,2140,0
"0","1","1","2","0",500,"0",NA,67,"0","1","1","1","0","1","caducidad",0,"0",4.54246575342466,3.61369863013699,2141,0
"0","6","0","2","0",213.34,"0",NA,60,"0","1","1","1","0","0","convenio",13000,"0",1.16164383561644,0.210958904109589,2142,1
"0","5","1","2","0",347.56,"0",NA,66,"0","1","1","1","0","0","convenio",18000,"0",4.70684931506849,1.17808219178082,2143,1
"0","1","1","1","0",570,"1",NA,60,"1","0","1","1","0","1","convenio",75000,"0",2.00821917808219,2.24931506849315,2144,1
"0","1","1","1","0",570,"0",NA,60,"1","0","1","1","0","1","convenio",75000,"0",0.813698630136986,2.24931506849315,2145,1
"0","3","1","1","0",484.51,"1",NA,67,"1","1","1","1","0","1",NA,NA,"0",2.41095890410959,NA,2146,0
"0","3","0","1","0",421.31,"0",NA,67,"1","1","1","1","0","1",NA,NA,"0",1.24109589041096,NA,2147,0
"0","7","0","2","0",233.33,"1",NA,54,"0","1","1","1","0","0","convenio",13500,"0",3.27123287671233,0.641095890410959,2148,1
"0","6","0","1","0",183.66,"0",NA,45,"1","1","1","0","1","1","convenio",20000,"0",4.50684931506849,0.986301369863014,2149,1
"0","7","0","1","0",750,"1",NA,54,"1","1","1","1","1","1","desiste",0,"0",6.67397260273973,1.78630136986301,2150,1
"0","1","1","1","0",1634.49,"0",NA,50,"1","0","1","0","0","0","desiste",0,"0",25.8520547945205,0.638356164383562,2151,1
"0","5",NA,"1","0",150,"1",NA,48,"1","1","1","1","0","1","convenio",15000,"0",0.657534246575342,2.27397260273973,2152,1
"0","1","0","2","0",1000,"1",NA,60,"0","1","1","1","0","1","convenio",50000,"0",4.08219178082192,0.0575342465753425,2153,1
"0","6","0","2","0",266.67,"0",NA,34,"0","1","1","0","1","1","desiste",0,"0",1.86575342465753,0.841095890410959,2154,1
"0","7","0","2","0",NA,"0",NA,36,"0","1","1","0","1","0","convenio",23000,"0",4.2027397260274,0.536986301369863,2155,1
"0","1","0","2","0",642.82,"0",NA,66,"0","1","1","1","0","1","convenio",8000,"0",7.5972602739726,2.21643835616438,2156,1
"1","3","0","2","0",95.09,"0",NA,60,"0","1","1","0","0","0","convenio",8000,"0",0.383561643835616,0.652054794520548,2157,1
"1","1","0","2","0",87.09,"0",NA,50,"0","1","1","0","0","0","convenio",3000,"0",0.205479452054795,0.53972602739726,2158,1
"0","1","0","2","0",134.17,"0",NA,56,"0","1","1","0","0","1","convenio",9000,"0",0.271232876712329,0.29041095890411,2159,1
"0","1","0","2","0",283.33,"1",NA,69,"0","1","1","0","0","1","desiste",0,"0",2.8986301369863,3.31506849315068,2160,0
"0","1","0","2","0",694.17,"1",NA,65,"0","1","1","1","0","1","convenio",36000,"0",4.24657534246575,1.95616438356164,2161,1
"0","5","0","2","0",446.428571428571,"0",NA,60,"0","1","1","1","0","1","convenio",16500,"0",2.25753424657534,0.720547945205479,2162,1
"1","3","0","2","0",104.51,"1",NA,36,"0","1","1","0","0","1","convenio",6000,"0",0.2,0.69041095890411,2163,1
"0","1","0","2","0",178.571428571429,"0",NA,91,"0","1","1","1","0","0","convenio",1500,"0",2.48219178082192,1.07671232876712,2164,1
"0","7","0","2","0",183.33,"0",NA,61,"0","1","1","1","0","1","convenio",14256.45,"0",2.32602739726027,0.468493150684932,2165,1
"1","4","0","1","0",940.68,"0",NA,54,"1","1","1","0","0","0","desiste",0,"0",2.94794520547945,1.26849315068493,2166,1
"0","7","0","1","0",NA,"0",NA,86,"1","1","1","1","1","1","convenio",50000,"0",1.11232876712329,1.1972602739726,2167,1
"0","7","0","1","0",723.29,"0",NA,62.5,"1","1","1","0","1","1","convenio",32000,"0",5.20821917808219,0.526027397260274,2168,1
"0","7","0","1","0",215.04,"0",NA,72,"1","1","1","1","1","1","convenio",24535,"0",2.63013698630137,0.638356164383562,2169,1
"0","7","0","2","0",400,"0",NA,72,"0","1","1","1","0","0","convenio",17000,"0",1.60821917808219,0.832876712328767,2170,1
"0","5","0","2","0",500,"0",NA,54,"0","1","1","1","0","0","caducidad",0,"0",0.16986301369863,3.12876712328767,2171,0
"0","5","0","2","0",350,"0",NA,78,"0","1","1","1","0","1","convenio",6000,"0",0.389041095890411,0.402739726027397,2172,1
"0","1","0","2","0",171.428571428571,"0",NA,50,"0","1","1","1","0","1","desiste",0,"0",2.89041095890411,0.408219178082192,2173,1
"0","7","0","2","0",300,"0",NA,52.5,"0","1","1","0","0","1","convenio",25000,"0",7.95890410958904,1.64931506849315,2174,1
"1","1","0","2","0",206.62,"0",NA,45,"0","1","1","0","0","0","convenio",7500,"0",8.5041095890411,2.13150684931507,2175,1
"1","3","0","2","0",100.11,"0",NA,36,"0","1","1","0","0","0","convenio",4200,"0",0.410958904109589,0.753424657534247,2176,1
"1","1","0","2","0",325.3,"0",NA,48,"0","1","1","0","0","0","desiste",0,"0",4.14246575342466,1.35068493150685,2177,1
"0","1","0","2","0",164.47,"0",NA,54,"0","1","0","0","0","0","convenio",15000,"0",3.63835616438356,0.978082191780822,2178,1
"0","3","0","2","0",153.33,"1",NA,47.5,"0","1","1","1","0","0","convenio",12000,"0",2.4958904109589,0.249315068493151,2179,1
"1","3","0","2","0",345.15,"1",NA,57.5,"0","1","1","1","0","0","convenio",5000,"0",0.276712328767123,2.38630136986301,2180,1
"0","1","0","2","0",333.33,"1",NA,60,"0","1","1","1","0","1","convenio",21000,"0",4.33698630136986,1.83013698630137,2181,1
"0","6","0","1","0",606.2,"0",NA,66,"1","1","1","1","1","1","convenio",80000,"0",6.70684931506849,0.479452054794521,2182,1
"0","4","0","2","0",145.784,"1",NA,52.5,"0","1","1","1","0","0","desiste",0,"0",0.0657534246575342,0.219178082191781,2183,1
"0","3","0","2","0",146.66,"0",NA,72,"0","1","1","1","0","1","convenio",10500,"0",1.27397260273973,0.397260273972603,2184,1
"0","1","0","2","1",106.22,"0",NA,40,"0","1","1","1","0","1","convenio",10000,"0",4.08767123287671,1.31232876712329,2185,1
"0","1","0","2","0",116.666666666667,"1",NA,60,"0","1","1","1","0","0","convenio",5500,"0",0.895890410958904,0.50958904109589,2186,1
"0","2","0","1","0",1166.66666666667,"0",NA,72,"1","1","1","1","1","1","desiste",0,"0",8.92054794520548,2.38904109589041,2187,1
"0","1","0","1","0",500,"0",NA,60,"1","1","1","1","1","1","convenio",10000,"0",0.224657534246575,NA,2188,0
"0","1","0","2","0",233.33,"1",NA,50,"0","1","1","1","1","1","convenio",15000,"0",7.55616438356164,NA,2189,0
"0","4","0","2","0",240,"0",NA,50,"0","1","1","1","0","0","convenio",8500,"0",0.621917808219178,NA,2190,0
"0","1","0","2","0",390.8,"1",NA,45,"0","1","1","1","1","1","convenio",165000,"0",4.24931506849315,NA,2191,0
"0","1","0","2","0",666.67,"0",NA,50,"0","1","1","1","0","1","desiste",0,"0",1.17534246575342,NA,2192,0
"0","7","0","1","0",314.93,"1",NA,60,"1","1","1","1","1","1","convenio",7000,"0",0.465753424657534,NA,2193,0
"1","1","0","2","0",275.53,"1",NA,50,"0","1","1","1","0","0","convenio",7500,"0",1.32054794520548,NA,2194,0
"0","1","0","2","0",166.66,"1",NA,60,"0","1","1","0","0","0","convenio",11000,"0",3.12054794520548,NA,2195,0
"1","1","0","2","0",525.33,"1",NA,75,"0","1","1","0","0","1","convenio",48000,"0",8.72602739726027,NA,2196,0
"0","7","0","2","0",181.666666666667,"0",NA,57,"0","1","1","1","0","0","convenio",10000,"0",4,NA,2197,0
"0","1","1","1","0",27518.14,"0",NA,72,"1","1","1","1","1","1","desiste",0,"0",21.4054794520548,0.186301369863014,2198,1
"1","3","0","2","0",210.2,"1",NA,42,"0","1","1","0","0","0","convenio",20000,"0",2.96164383561644,0.838356164383562,2199,1
"0","6","0","1","0",1203,"0",NA,60,"1","1","1","1","1","1","convenio",35000,"0",0.926027397260274,0.882191780821918,2200,1
"1","5","0","2","0",358.8,"0",NA,63,"0","1","1","0","0","0","desiste",0,"0",1.26849315068493,2.98630136986301,2201,1
"0","3","0","1","0",406.66,"1",NA,65,"1","1","1","1","1","1","desiste",0,"0",1.21095890410959,0.484931506849315,2202,1
"1","3","0","2","0",139.34,"1",NA,56,"0","1","1","0","0","0","desiste",0,"0",0.49041095890411,0.180821917808219,2203,1
"1","3","0","2","0",279.99,"0",NA,45,"0","1","1","0","0","0","convenio",4000,"0",3.41917808219178,1.46575342465753,2204,1
"0","3","0","1","0",200,"1",NA,55,"1","1","1","1","1","1","desiste",0,"0",0.142465753424658,1.14520547945205,2205,1
NA,"1","0","2","0",200,"0",NA,54,"0","1","1","0","0","0","convenio",10000,"0",0.663013698630137,0.632876712328767,2206,1
"0","5","0","2","0",159.85,"0",NA,72,"0","1","1","1","0","1","convenio",8000,"0",0.805479452054795,0.498630136986301,2207,1
"0","1","0","2","0",200,"1",NA,48,"0","1","1","0","1","1","caducidad",0,"0",1.72328767123288,1.27945205479452,2208,1
"0","1","0","2","0",104.166666666667,"0",NA,72,"0","1","1","0","1","0","convenio",35000,"0",20.0575342465753,2.11232876712329,2209,1
"0","1","0","1","0",305,"0",NA,70,"1","1","1","1","0","1","convenio",25000,"0",8.56986301369863,0.534246575342466,2210,1
"0","1","0","2","0",228.571428571429,"0",NA,54,"0","1","1","1","0","0","convenio",15000,"0",-4.74794520547945,0.0383561643835616,2211,1
"1","1","0","2","0",139.73,"0",NA,40,"0","1","1","0","0","0","caducidad",0,"0",3.28493150684932,2.90958904109589,2212,1
"1","1","0","2","0",76.84,"0",NA,60,"0","1","1","0","0","0","convenio",4500,"0",3.04109589041096,0.523287671232877,2213,1
"0","6","0","1","0",297.11,"1",NA,42,"1","1","0","1","1","0","convenio",30000,"0",3.69315068493151,0.928767123287671,2214,1
"0","1","0","1","0",1066.67,"0",NA,54,"1","1","1","1","1","1","convenio",80000,"0",19.3232876712329,0.536986301369863,2215,1
"0","1","0","1","0",1177.67,"0",NA,72,"1","0","1","1","0","1","convenio",12000,"0",0.432876712328767,0.16986301369863,2216,1
"0","1","0","2","0",250,"0",NA,60,"0","1","1","1","0","1","convenio",8000,"0",4.26301369863014,0.920547945205479,2217,1
"0","3","0","2","0",415.54,"0",NA,45,"0","1","1","0","1","0","convenio",22500,"0",0.0602739726027397,3.25479452054795,2218,0
"0","6","0","2","0",833.33,"0",NA,60,"0","1","1","1","0","1","desiste",0,"0",1.94794520547945,1.55342465753425,2219,1
"1","3","0","2","0",591.1,"0",NA,47.5,"0","1","1","0","0","0","convenio",18000,"0",0.0821917808219178,0.575342465753425,2220,1
"0","5","0","1","0",389.2,"0",NA,77,"1","0","1","1","0","0","convenio",17000,"0",8.21095890410959,0.693150684931507,2221,1
"0","6","0","2","0",333.33,"0",NA,46.25,"0","1","1","1","0","1","convenio",23000,"0",0.117808219178082,1.29041095890411,2222,1
"0","2","0","1","0",226.2,"0",NA,54,"1","1","1","1","1","0","convenio",43358,"0",13.0301369863014,0.249315068493151,2223,1
"0","1","0","1","0",690,"0",NA,78,"1","1","1","1","1","1","convenio",100600,"0",20.1013698630137,1.05479452054795,2224,1
"1","1","0","2","0",278.7,"1",NA,45,"0","1","1","0","0","1","desiste",0,"0",0.186301369863014,2.47671232876712,2225,1
"0","11","0","2","0",100,"0",NA,72,"0","1","1","1","0","0","convenio",5000,"0",1.73424657534247,0.484931506849315,2226,1
"0","1","0","2","0",133.33,"1",NA,40,"0","1","1","1","0","0","caducidad",0,"0",0.975342465753425,2.60547945205479,2227,1
"0","6","0","1","0",781.53,"0",NA,60,"1","1","1","1","0","1","caducidad",0,"0",0.750684931506849,1.85479452054795,2228,1
"0","1","0","2","0",393.75,"0",NA,47.5,"0","1","1","1","1","1","caducidad",0,"0",1.94520547945205,1.46301369863014,2229,1
"0","1","0","1","0",428.57,"0",NA,40,"1","0","1","1","0","1","desiste",0,"0",12.041095890411,2.26027397260274,2230,1
"0","3","0","2","0",370,"0",NA,57,"0","1","1","1","0","0","convenio",17000,"0",1.28493150684932,0.572602739726027,2231,1
"0","3","0","2","0",266.67,"0",NA,50,"0","1","1","0","0","1","convenio",14113.35,"0",5.31506849315068,0.0547945205479452,2232,1
"0","3","0","2","0",466.67,"0",NA,66,"0","1","1","1","0","1","convenio",19000,"0",2.06027397260274,0.391780821917808,2233,1
"0","5","0","2","1",NA,"0",NA,NA,"0","1","1","1","0","1","convenio",24000,"0",0.482191780821918,1.03835616438356,2234,1
"0","2","0","2","0",1131.28,"0",NA,42,"0","1","1","1","1","1","convenio",232781.26,"0",4.16986301369863,0.0657534246575342,2235,1
"0","1","0","2","0",400,"0",NA,70,"0","1","1","1","0","1","caducidad",0,"0",0.331506849315069,0.96986301369863,2236,1
